date,city,tourist_footfall
2021-08-22,Pushkar,1609
2021-08-23,Pushkar,1203
2021-08-24,Pushkar,1223
2021-08-25,Pushkar,1439
2021-08-26,Pushkar,1114
2021-08-27,Pushkar,1296
2021-08-28,Pushkar,1488
2021-08-29,Pushkar,1575
2021-08-30,Pushkar,1167
2021-08-31,Pushkar,1230
2021-09-01,Pushkar,1161
2021-09-02,Pushkar,1055
2021-09-03,Pushkar,1347
2021-09-04,Pushkar,1629
2021-09-05,Pushkar,1685
2021-09-06,Pushkar,1172
2021-09-07,Pushkar,1257
2021-09-08,Pushkar,1460
2021-09-09,Pushkar,1434
2021-09-10,Pushkar,1364
2021-09-11,Pushkar,1553
2021-09-12,Pushkar,1644
2021-09-13,Pushkar,1229
2021-09-14,Pushkar,1138
2021-09-15,Pushkar,1262
2021-09-16,Pushkar,1501
2021-09-17,Pushkar,1269
2021-09-18,Pushkar,1382
2021-09-19,Pushkar,1321
2021-09-20,Pushkar,1276
2021-09-21,Pushkar,1052
2021-09-22,Pushkar,1117
2021-09-23,Pushkar,1162
2021-09-24,Pushkar,1357
2021-09-25,Pushkar,1476
2021-09-26,Pushkar,1434
2021-09-27,Pushkar,1126
2021-09-28,Pushkar,1261
2021-09-29,Pushkar,1509
2021-09-30,Pushkar,1337
2021-10-01,Pushkar,2318
2021-10-02,Pushkar,2583
2021-10-03,Pushkar,2643
2021-10-04,Pushkar,2024
2021-10-05,Pushkar,1838
2021-10-06,Pushkar,1823
2021-10-07,Pushkar,2140
2021-10-08,Pushkar,2314
2021-10-09,Pushkar,2712
2021-10-10,Pushkar,4344
2021-10-11,Pushkar,3562
2021-10-12,Pushkar,4423
2021-10-13,Pushkar,3800
2021-10-14,Pushkar,4179
2021-10-15,Pushkar,4070
2021-10-16,Pushkar,4257
2021-10-17,Pushkar,4730
2021-10-18,Pushkar,4249
2021-10-19,Pushkar,2423
2021-10-20,Pushkar,2386
2021-10-21,Pushkar,1867
2021-10-22,Pushkar,2152
2021-10-23,Pushkar,2830
2021-10-24,Pushkar,2568
2021-10-25,Pushkar,2020
2021-10-26,Pushkar,1905
2021-10-27,Pushkar,2075
2021-10-28,Pushkar,2001
2021-10-29,Pushkar,2087
2021-10-30,Pushkar,2496
2021-10-31,Pushkar,2853
2021-11-01,Pushkar,1828
2021-11-02,Pushkar,2345
2021-11-03,Pushkar,2169
2021-11-04,Pushkar,2126
2021-11-05,Pushkar,2121
2021-11-06,Pushkar,2308
2021-11-07,Pushkar,2643
2021-11-08,Pushkar,1955
2021-11-09,Pushkar,1950
2021-11-10,Pushkar,9153
2021-11-11,Pushkar,7940
2021-11-12,Pushkar,8799
2021-11-13,Pushkar,10653
2021-11-14,Pushkar,10511
2021-11-15,Pushkar,7811
2021-11-16,Pushkar,8629
2021-11-17,Pushkar,7738
2021-11-18,Pushkar,7455
2021-11-19,Pushkar,7481
2021-11-20,Pushkar,10408
2021-11-21,Pushkar,11383
2021-11-22,Pushkar,7743
2021-11-23,Pushkar,2366
2021-11-24,Pushkar,2135
2021-11-25,Pushkar,1926
2021-11-26,Pushkar,2046
2021-11-27,Pushkar,2432
2021-11-28,Pushkar,2274
2021-11-29,Pushkar,1968
2021-11-30,Pushkar,1780
2021-12-01,Pushkar,2097
2021-12-02,Pushkar,2103
2021-12-03,Pushkar,2458
2021-12-04,Pushkar,2153
2021-12-05,Pushkar,2077
2021-12-06,Pushkar,1905
2021-12-07,Pushkar,1996
2021-12-08,Pushkar,2204
2021-12-09,Pushkar,2010
2021-12-10,Pushkar,2079
2021-12-11,Pushkar,2560
2021-12-12,Pushkar,2523
2021-12-13,Pushkar,1998
2021-12-14,Pushkar,2445
2021-12-15,Pushkar,2519
2021-12-16,Pushkar,1889
2021-12-17,Pushkar,2249
2021-12-18,Pushkar,2438
2021-12-19,Pushkar,2828
2021-12-20,Pushkar,2207
2021-12-21,Pushkar,2578
2021-12-22,Pushkar,2222
2021-12-23,Pushkar,2142
2021-12-24,Pushkar,2456
2021-12-25,Pushkar,2471
2021-12-26,Pushkar,2791
2021-12-27,Pushkar,2078
2021-12-28,Pushkar,1911
2021-12-29,Pushkar,2088
2021-12-30,Pushkar,1956
2021-12-31,Pushkar,1837
2022-01-01,Pushkar,2400
2022-01-02,Pushkar,2311
2022-01-03,Pushkar,1862
2022-01-04,Pushkar,2440
2022-01-05,Pushkar,1761
2022-01-06,Pushkar,1851
2022-01-07,Pushkar,2301
2022-01-08,Pushkar,2355
2022-01-09,Pushkar,2624
2022-01-10,Pushkar,1718
2022-01-11,Pushkar,2378
2022-01-12,Pushkar,2345
2022-01-13,Pushkar,2288
2022-01-14,Pushkar,2121
2022-01-15,Pushkar,2608
2022-01-16,Pushkar,2946
2022-01-17,Pushkar,2086
2022-01-18,Pushkar,1885
2022-01-19,Pushkar,1857
2022-01-20,Pushkar,2353
2022-01-21,Pushkar,2055
2022-01-22,Pushkar,2298
2022-01-23,Pushkar,2950
2022-01-24,Pushkar,2268
2022-01-25,Pushkar,2275
2022-01-26,Pushkar,2370
2022-01-27,Pushkar,1882
2022-01-28,Pushkar,2153
2022-01-29,Pushkar,2875
2022-01-30,Pushkar,2568
2022-01-31,Pushkar,2039
2022-02-01,Pushkar,1791
2022-02-02,Pushkar,2140
2022-02-03,Pushkar,2410
2022-02-04,Pushkar,2428
2022-02-05,Pushkar,2381
2022-02-06,Pushkar,2756
2022-02-07,Pushkar,2417
2022-02-08,Pushkar,2211
2022-02-09,Pushkar,2016
2022-02-10,Pushkar,2504
2022-02-11,Pushkar,1941
2022-02-12,Pushkar,2541
2022-02-13,Pushkar,2711
2022-02-14,Pushkar,2421
2022-02-15,Pushkar,2463
2022-02-16,Pushkar,2200
2022-02-17,Pushkar,2088
2022-02-18,Pushkar,2106
2022-02-19,Pushkar,2291
2022-02-20,Pushkar,2519
2022-02-21,Pushkar,1941
2022-02-22,Pushkar,2066
2022-02-23,Pushkar,2191
2022-02-24,Pushkar,2524
2022-02-25,Pushkar,2173
2022-02-26,Pushkar,2494
2022-02-27,Pushkar,2352
2022-02-28,Pushkar,2341
2022-03-01,Pushkar,2278
2022-03-02,Pushkar,2191
2022-03-03,Pushkar,2447
2022-03-04,Pushkar,2245
2022-03-05,Pushkar,2767
2022-03-06,Pushkar,3078
2022-03-07,Pushkar,2469
2022-03-08,Pushkar,2075
2022-03-09,Pushkar,1959
2022-03-10,Pushkar,4524
2022-03-11,Pushkar,3719
2022-03-12,Pushkar,4167
2022-03-13,Pushkar,4050
2022-03-14,Pushkar,3887
2022-03-15,Pushkar,3805
2022-03-16,Pushkar,3868
2022-03-17,Pushkar,4112
2022-03-18,Pushkar,2044
2022-03-19,Pushkar,2889
2022-03-20,Pushkar,2959
2022-03-21,Pushkar,1945
2022-03-22,Pushkar,2458
2022-03-23,Pushkar,1893
2022-03-24,Pushkar,2159
2022-03-25,Pushkar,2262
2022-03-26,Pushkar,2610
2022-03-27,Pushkar,2829
2022-03-28,Pushkar,2016
2022-03-29,Pushkar,2293
2022-03-30,Pushkar,1912
2022-03-31,Pushkar,2153
2022-04-01,Pushkar,674
2022-04-02,Pushkar,880
2022-04-03,Pushkar,740
2022-04-04,Pushkar,680
2022-04-05,Pushkar,730
2022-04-06,Pushkar,811
2022-04-07,Pushkar,764
2022-04-08,Pushkar,612
2022-04-09,Pushkar,789
2022-04-10,Pushkar,979
2022-04-11,Pushkar,571
2022-04-12,Pushkar,688
2022-04-13,Pushkar,651
2022-04-14,Pushkar,787
2022-04-15,Pushkar,859
2022-04-16,Pushkar,890
2022-04-17,Pushkar,822
2022-04-18,Pushkar,773
2022-04-19,Pushkar,696
2022-04-20,Pushkar,785
2022-04-21,Pushkar,959
2022-04-22,Pushkar,683
2022-04-23,Pushkar,704
2022-04-24,Pushkar,880
2022-04-25,Pushkar,841
2022-04-26,Pushkar,755
2022-04-27,Pushkar,939
2022-04-28,Pushkar,749
2022-04-29,Pushkar,832
2022-04-30,Pushkar,973
2022-05-01,Pushkar,952
2022-05-02,Pushkar,735
2022-05-03,Pushkar,667
2022-05-04,Pushkar,720
2022-05-05,Pushkar,634
2022-05-06,Pushkar,774
2022-05-07,Pushkar,681
2022-05-08,Pushkar,942
2022-05-09,Pushkar,704
2022-05-10,Pushkar,673
2022-05-11,Pushkar,714
2022-05-12,Pushkar,802
2022-05-13,Pushkar,697
2022-05-14,Pushkar,964
2022-05-15,Pushkar,797
2022-05-16,Pushkar,787
2022-05-17,Pushkar,677
2022-05-18,Pushkar,702
2022-05-19,Pushkar,731
2022-05-20,Pushkar,762
2022-05-21,Pushkar,933
2022-05-22,Pushkar,877
2022-05-23,Pushkar,771
2022-05-24,Pushkar,784
2022-05-25,Pushkar,767
2022-05-26,Pushkar,767
2022-05-27,Pushkar,631
2022-05-28,Pushkar,863
2022-05-29,Pushkar,837
2022-05-30,Pushkar,758
2022-05-31,Pushkar,838
2022-06-01,Pushkar,625
2022-06-02,Pushkar,821
2022-06-03,Pushkar,884
2022-06-04,Pushkar,947
2022-06-05,Pushkar,766
2022-06-06,Pushkar,600
2022-06-07,Pushkar,845
2022-06-08,Pushkar,698
2022-06-09,Pushkar,620
2022-06-10,Pushkar,788
2022-06-11,Pushkar,747
2022-06-12,Pushkar,727
2022-06-13,Pushkar,696
2022-06-14,Pushkar,747
2022-06-15,Pushkar,822
2022-06-16,Pushkar,823
2022-06-17,Pushkar,649
2022-06-18,Pushkar,890
2022-06-19,Pushkar,954
2022-06-20,Pushkar,662
2022-06-21,Pushkar,711
2022-06-22,Pushkar,725
2022-06-23,Pushkar,778
2022-06-24,Pushkar,674
2022-06-25,Pushkar,935
2022-06-26,Pushkar,966
2022-06-27,Pushkar,763
2022-06-28,Pushkar,681
2022-06-29,Pushkar,607
2022-06-30,Pushkar,692
2022-07-01,Pushkar,1137
2022-07-02,Pushkar,1745
2022-07-03,Pushkar,1392
2022-07-04,Pushkar,1214
2022-07-05,Pushkar,1332
2022-07-06,Pushkar,1306
2022-07-07,Pushkar,1554
2022-07-08,Pushkar,1178
2022-07-09,Pushkar,1557
2022-07-10,Pushkar,1768
2022-07-11,Pushkar,1340
2022-07-12,Pushkar,1245
2022-07-13,Pushkar,1108
2022-07-14,Pushkar,1289
2022-07-15,Pushkar,1143
2022-07-16,Pushkar,1521
2022-07-17,Pushkar,1645
2022-07-18,Pushkar,1457
2022-07-19,Pushkar,1474
2022-07-20,Pushkar,1464
2022-07-21,Pushkar,1456
2022-07-22,Pushkar,1533
2022-07-23,Pushkar,1683
2022-07-24,Pushkar,1450
2022-07-25,Pushkar,1203
2022-07-26,Pushkar,1401
2022-07-27,Pushkar,1166
2022-07-28,Pushkar,1297
2022-07-29,Pushkar,1311
2022-07-30,Pushkar,1746
2022-07-31,Pushkar,1485
2022-08-01,Pushkar,1508
2022-08-02,Pushkar,1329
2022-08-03,Pushkar,1326
2022-08-04,Pushkar,1278
2022-08-05,Pushkar,1519
2022-08-06,Pushkar,1770
2022-08-07,Pushkar,1659
2022-08-08,Pushkar,1255
2022-08-09,Pushkar,1505
2022-08-10,Pushkar,2684
2022-08-11,Pushkar,2280
2022-08-12,Pushkar,2450
2022-08-13,Pushkar,2933
2022-08-14,Pushkar,3215
2022-08-15,Pushkar,2462
2022-08-16,Pushkar,2460
2022-08-17,Pushkar,2313
2022-08-18,Pushkar,1300
2022-08-19,Pushkar,1466
2022-08-20,Pushkar,1400
2022-08-21,Pushkar,1651
2022-08-22,Pushkar,1276
2022-08-23,Pushkar,1232
2022-08-24,Pushkar,1171
2022-08-25,Pushkar,1610
2022-08-26,Pushkar,1527
2022-08-27,Pushkar,1587
2022-08-28,Pushkar,1470
2022-08-29,Pushkar,1164
2022-08-30,Pushkar,1146
2022-08-31,Pushkar,1583
2022-09-01,Pushkar,1215
2022-09-02,Pushkar,1158
2022-09-03,Pushkar,1583
2022-09-04,Pushkar,1783
2022-09-05,Pushkar,1415
2022-09-06,Pushkar,1448
2022-09-07,Pushkar,1186
2022-09-08,Pushkar,1605
2022-09-09,Pushkar,1298
2022-09-10,Pushkar,1521
2022-09-11,Pushkar,1306
2022-09-12,Pushkar,1331
2022-09-13,Pushkar,1124
2022-09-14,Pushkar,1439
2022-09-15,Pushkar,1327
2022-09-16,Pushkar,1227
2022-09-17,Pushkar,1731
2022-09-18,Pushkar,1309
2022-09-19,Pushkar,1192
2022-09-20,Pushkar,1504
2022-09-21,Pushkar,1157
2022-09-22,Pushkar,1239
2022-09-23,Pushkar,1281
2022-09-24,Pushkar,1678
2022-09-25,Pushkar,1619
2022-09-26,Pushkar,1057
2022-09-27,Pushkar,1148
2022-09-28,Pushkar,1302
2022-09-29,Pushkar,1244
2022-09-30,Pushkar,1146
2022-10-01,Pushkar,2503
2022-10-02,Pushkar,2367
2022-10-03,Pushkar,1966
2022-10-04,Pushkar,2390
2022-10-05,Pushkar,2358
2022-10-06,Pushkar,2075
2022-10-07,Pushkar,2113
2022-10-08,Pushkar,2398
2022-10-09,Pushkar,2253
2022-10-10,Pushkar,3636
2022-10-11,Pushkar,4110
2022-10-12,Pushkar,3806
2022-10-13,Pushkar,4476
2022-10-14,Pushkar,3641
2022-10-15,Pushkar,4793
2022-10-16,Pushkar,5080
2022-10-17,Pushkar,3979
2022-10-18,Pushkar,3437
2022-10-19,Pushkar,1963
2022-10-20,Pushkar,2469
2022-10-21,Pushkar,2176
2022-10-22,Pushkar,2281
2022-10-23,Pushkar,3130
2022-10-24,Pushkar,1888
2022-10-25,Pushkar,2621
2022-10-26,Pushkar,2222
2022-10-27,Pushkar,2120
2022-10-28,Pushkar,2224
2022-10-29,Pushkar,2292
2022-10-30,Pushkar,2547
2022-10-31,Pushkar,2354
2022-11-01,Pushkar,2544
2022-11-02,Pushkar,2303
2022-11-03,Pushkar,1894
2022-11-04,Pushkar,2558
2022-11-05,Pushkar,2366
2022-11-06,Pushkar,2774
2022-11-07,Pushkar,2536
2022-11-08,Pushkar,2114
2022-11-09,Pushkar,2493
2022-11-10,Pushkar,8019
2022-11-11,Pushkar,8055
2022-11-12,Pushkar,11557
2022-11-13,Pushkar,12228
2022-11-14,Pushkar,8514
2022-11-15,Pushkar,9054
2022-11-16,Pushkar,8829
2022-11-17,Pushkar,9635
2022-11-18,Pushkar,9864
2022-11-19,Pushkar,9863
2022-11-20,Pushkar,9406
2022-11-21,Pushkar,7930
2022-11-22,Pushkar,9362
2022-11-23,Pushkar,2499
2022-11-24,Pushkar,2420
2022-11-25,Pushkar,2482
2022-11-26,Pushkar,2611
2022-11-27,Pushkar,2574
2022-11-28,Pushkar,2359
2022-11-29,Pushkar,2447
2022-11-30,Pushkar,2454
2022-12-01,Pushkar,2177
2022-12-02,Pushkar,2166
2022-12-03,Pushkar,2750
2022-12-04,Pushkar,2556
2022-12-05,Pushkar,2355
2022-12-06,Pushkar,2053
2022-12-07,Pushkar,1888
2022-12-08,Pushkar,2059
2022-12-09,Pushkar,2283
2022-12-10,Pushkar,2907
2022-12-11,Pushkar,3061
2022-12-12,Pushkar,2406
2022-12-13,Pushkar,2520
2022-12-14,Pushkar,2502
2022-12-15,Pushkar,2012
2022-12-16,Pushkar,2602
2022-12-17,Pushkar,3068
2022-12-18,Pushkar,2778
2022-12-19,Pushkar,2128
2022-12-20,Pushkar,2008
2022-12-21,Pushkar,2433
2022-12-22,Pushkar,2027
2022-12-23,Pushkar,2096
2022-12-24,Pushkar,3005
2022-12-25,Pushkar,3136
2022-12-26,Pushkar,2359
2022-12-27,Pushkar,2181
2022-12-28,Pushkar,2017
2022-12-29,Pushkar,2102
2022-12-30,Pushkar,2549
2022-12-31,Pushkar,2243
2023-01-01,Pushkar,2640
2023-01-02,Pushkar,2532
2023-01-03,Pushkar,2117
2023-01-04,Pushkar,2348
2023-01-05,Pushkar,1952
2023-01-06,Pushkar,2486
2023-01-07,Pushkar,2254
2023-01-08,Pushkar,2243
2023-01-09,Pushkar,2294
2023-01-10,Pushkar,2543
2023-01-11,Pushkar,1930
2023-01-12,Pushkar,2603
2023-01-13,Pushkar,2231
2023-01-14,Pushkar,2441
2023-01-15,Pushkar,2558
2023-01-16,Pushkar,2450
2023-01-17,Pushkar,2033
2023-01-18,Pushkar,2059
2023-01-19,Pushkar,2253
2023-01-20,Pushkar,2507
2023-01-21,Pushkar,2543
2023-01-22,Pushkar,2965
2023-01-23,Pushkar,2388
2023-01-24,Pushkar,2545
2023-01-25,Pushkar,2378
2023-01-26,Pushkar,1978
2023-01-27,Pushkar,2482
2023-01-28,Pushkar,2561
2023-01-29,Pushkar,2297
2023-01-30,Pushkar,2276
2023-01-31,Pushkar,2196
2023-02-01,Pushkar,2369
2023-02-02,Pushkar,2102
2023-02-03,Pushkar,2451
2023-02-04,Pushkar,2543
2023-02-05,Pushkar,3125
2023-02-06,Pushkar,2173
2023-02-07,Pushkar,2384
2023-02-08,Pushkar,2522
2023-02-09,Pushkar,2285
2023-02-10,Pushkar,1827
2023-02-11,Pushkar,2347
2023-02-12,Pushkar,2522
2023-02-13,Pushkar,2265
2023-02-14,Pushkar,2461
2023-02-15,Pushkar,2508
2023-02-16,Pushkar,2520
2023-02-17,Pushkar,2313
2023-02-18,Pushkar,2339
2023-02-19,Pushkar,2491
2023-02-20,Pushkar,1864
2023-02-21,Pushkar,2009
2023-02-22,Pushkar,1969
2023-02-23,Pushkar,2345
2023-02-24,Pushkar,2362
2023-02-25,Pushkar,2698
2023-02-26,Pushkar,2367
2023-02-27,Pushkar,2197
2023-02-28,Pushkar,2218
2023-03-01,Pushkar,1902
2023-03-02,Pushkar,2274
2023-03-03,Pushkar,2535
2023-03-04,Pushkar,2356
2023-03-05,Pushkar,3101
2023-03-06,Pushkar,2527
2023-03-07,Pushkar,1969
2023-03-08,Pushkar,2283
2023-03-09,Pushkar,2270
2023-03-10,Pushkar,3741
2023-03-11,Pushkar,4150
2023-03-12,Pushkar,4164
2023-03-13,Pushkar,4668
2023-03-14,Pushkar,4564
2023-03-15,Pushkar,3670
2023-03-16,Pushkar,3614
2023-03-17,Pushkar,4140
2023-03-18,Pushkar,2391
2023-03-19,Pushkar,2923
2023-03-20,Pushkar,2370
2023-03-21,Pushkar,2213
2023-03-22,Pushkar,2447
2023-03-23,Pushkar,2271
2023-03-24,Pushkar,2070
2023-03-25,Pushkar,2943
2023-03-26,Pushkar,2498
2023-03-27,Pushkar,2540
2023-03-28,Pushkar,2210
2023-03-29,Pushkar,2214
2023-03-30,Pushkar,2629
2023-03-31,Pushkar,2379
2023-04-01,Pushkar,837
2023-04-02,Pushkar,850
2023-04-03,Pushkar,726
2023-04-04,Pushkar,649
2023-04-05,Pushkar,740
2023-04-06,Pushkar,868
2023-04-07,Pushkar,651
2023-04-08,Pushkar,912
2023-04-09,Pushkar,881
2023-04-10,Pushkar,858
2023-04-11,Pushkar,810
2023-04-12,Pushkar,781
2023-04-13,Pushkar,781
2023-04-14,Pushkar,759
2023-04-15,Pushkar,687
2023-04-16,Pushkar,815
2023-04-17,Pushkar,671
2023-04-18,Pushkar,826
2023-04-19,Pushkar,747
2023-04-20,Pushkar,632
2023-04-21,Pushkar,844
2023-04-22,Pushkar,777
2023-04-23,Pushkar,905
2023-04-24,Pushkar,700
2023-04-25,Pushkar,726
2023-04-26,Pushkar,766
2023-04-27,Pushkar,802
2023-04-28,Pushkar,826
2023-04-29,Pushkar,767
2023-04-30,Pushkar,894
2023-05-01,Pushkar,960
2023-05-02,Pushkar,874
2023-05-03,Pushkar,821
2023-05-04,Pushkar,784
2023-05-05,Pushkar,817
2023-05-06,Pushkar,989
2023-05-07,Pushkar,819
2023-05-08,Pushkar,767
2023-05-09,Pushkar,801
2023-05-10,Pushkar,693
2023-05-11,Pushkar,786
2023-05-12,Pushkar,869
2023-05-13,Pushkar,785
2023-05-14,Pushkar,1080
2023-05-15,Pushkar,647
2023-05-16,Pushkar,736
2023-05-17,Pushkar,721
2023-05-18,Pushkar,728
2023-05-19,Pushkar,819
2023-05-20,Pushkar,807
2023-05-21,Pushkar,938
2023-05-22,Pushkar,811
2023-05-23,Pushkar,768
2023-05-24,Pushkar,794
2023-05-25,Pushkar,772
2023-05-26,Pushkar,733
2023-05-27,Pushkar,912
2023-05-28,Pushkar,877
2023-05-29,Pushkar,691
2023-05-30,Pushkar,923
2023-05-31,Pushkar,779
2023-06-01,Pushkar,791
2023-06-02,Pushkar,725
2023-06-03,Pushkar,896
2023-06-04,Pushkar,987
2023-06-05,Pushkar,923
2023-06-06,Pushkar,815
2023-06-07,Pushkar,851
2023-06-08,Pushkar,707
2023-06-09,Pushkar,833
2023-06-10,Pushkar,964
2023-06-11,Pushkar,1035
2023-06-12,Pushkar,636
2023-06-13,Pushkar,584
2023-06-14,Pushkar,735
2023-06-15,Pushkar,650
2023-06-16,Pushkar,838
2023-06-17,Pushkar,977
2023-06-18,Pushkar,908
2023-06-19,Pushkar,772
2023-06-20,Pushkar,748
2018-01-01,Udaipur,3338
2018-01-02,Udaipur,3595
2018-01-03,Udaipur,3214
2018-01-04,Udaipur,4061
2018-01-05,Udaipur,3760
2018-01-06,Udaipur,4238
2018-01-07,Udaipur,4002
2018-01-08,Udaipur,3135
2018-01-09,Udaipur,3432
2018-01-10,Udaipur,3965
2018-01-11,Udaipur,4335
2018-01-12,Udaipur,3966
2018-01-13,Udaipur,5171
2018-01-14,Udaipur,4893
2018-01-15,Udaipur,3477
2018-01-16,Udaipur,3254
2018-01-17,Udaipur,3990
2018-01-18,Udaipur,3018
2018-01-19,Udaipur,4067
2018-01-20,Udaipur,4453
2018-01-21,Udaipur,5022
2018-01-22,Udaipur,3686
2018-01-23,Udaipur,3920
2018-01-24,Udaipur,3831
2018-01-25,Udaipur,3716
2018-01-26,Udaipur,4013
2018-01-27,Udaipur,4255
2018-01-28,Udaipur,4320
2018-01-29,Udaipur,4338
2018-01-30,Udaipur,3679
2018-01-31,Udaipur,4158
2018-02-01,Udaipur,3960
2018-02-02,Udaipur,3570
2018-02-03,Udaipur,4274
2018-02-04,Udaipur,4222
2018-02-05,Udaipur,3790
2018-02-06,Udaipur,3597
2018-02-07,Udaipur,3369
2018-02-08,Udaipur,4372
2018-02-09,Udaipur,4299
2018-02-10,Udaipur,3659
2018-02-11,Udaipur,4929
2018-02-12,Udaipur,3862
2018-02-13,Udaipur,3699
2018-02-14,Udaipur,4151
2018-02-15,Udaipur,3560
2018-02-16,Udaipur,3644
2018-02-17,Udaipur,4733
2018-02-18,Udaipur,3891
2018-02-19,Udaipur,3820
2018-02-20,Udaipur,3556
2018-02-21,Udaipur,3803
2018-02-22,Udaipur,4096
2018-02-23,Udaipur,3787
2018-02-24,Udaipur,5073
2018-02-25,Udaipur,4942
2018-02-26,Udaipur,4485
2018-02-27,Udaipur,3514
2018-02-28,Udaipur,4474
2018-03-01,Udaipur,3252
2018-03-02,Udaipur,4365
2018-03-03,Udaipur,4864
2018-03-04,Udaipur,4489
2018-03-05,Udaipur,3579
2018-03-06,Udaipur,3595
2018-03-07,Udaipur,3186
2018-03-08,Udaipur,4024
2018-03-09,Udaipur,3400
2018-03-10,Udaipur,8702
2018-03-11,Udaipur,7378
2018-03-12,Udaipur,6148
2018-03-13,Udaipur,5875
2018-03-14,Udaipur,7812
2018-03-15,Udaipur,6056
2018-03-16,Udaipur,7836
2018-03-17,Udaipur,9191
2018-03-18,Udaipur,8227
2018-03-19,Udaipur,3469
2018-03-20,Udaipur,3497
2018-03-21,Udaipur,3839
2018-03-22,Udaipur,4025
2018-03-23,Udaipur,3858
2018-03-24,Udaipur,4069
2018-03-25,Udaipur,4823
2018-03-26,Udaipur,3953
2018-03-27,Udaipur,3728
2018-03-28,Udaipur,3335
2018-03-29,Udaipur,4049
2018-03-30,Udaipur,3673
2018-03-31,Udaipur,4102
2018-04-01,Udaipur,1634
2018-04-02,Udaipur,1195
2018-04-03,Udaipur,1152
2018-04-04,Udaipur,1054
2018-04-05,Udaipur,1386
2018-04-06,Udaipur,1630
2018-04-07,Udaipur,1539
2018-04-08,Udaipur,1399
2018-04-09,Udaipur,1160
2018-04-10,Udaipur,1458
2018-04-11,Udaipur,1361
2018-04-12,Udaipur,1241
2018-04-13,Udaipur,1117
2018-04-14,Udaipur,1678
2018-04-15,Udaipur,1582
2018-04-16,Udaipur,1267
2018-04-17,Udaipur,1279
2018-04-18,Udaipur,1382
2018-04-19,Udaipur,1214
2018-04-20,Udaipur,1226
2018-04-21,Udaipur,1742
2018-04-22,Udaipur,1751
2018-04-23,Udaipur,1358
2018-04-24,Udaipur,991
2018-04-25,Udaipur,1449
2018-04-26,Udaipur,1247
2018-04-27,Udaipur,1055
2018-04-28,Udaipur,1903
2018-04-29,Udaipur,1588
2018-04-30,Udaipur,1193
2018-05-01,Udaipur,931
2018-05-02,Udaipur,1183
2018-05-03,Udaipur,1413
2018-05-04,Udaipur,1183
2018-05-05,Udaipur,1511
2018-05-06,Udaipur,1659
2018-05-07,Udaipur,1396
2018-05-08,Udaipur,1190
2018-05-09,Udaipur,1224
2018-05-10,Udaipur,1171
2018-05-11,Udaipur,1380
2018-05-12,Udaipur,1604
2018-05-13,Udaipur,1619
2018-05-14,Udaipur,1475
2018-05-15,Udaipur,1311
2018-05-16,Udaipur,1434
2018-05-17,Udaipur,1092
2018-05-18,Udaipur,1286
2018-05-19,Udaipur,1565
2018-05-20,Udaipur,1465
2018-05-21,Udaipur,1364
2018-05-22,Udaipur,952
2018-05-23,Udaipur,1033
2018-05-24,Udaipur,1373
2018-05-25,Udaipur,1530
2018-05-26,Udaipur,1521
2018-05-27,Udaipur,1510
2018-05-28,Udaipur,1131
2018-05-29,Udaipur,1540
2018-05-30,Udaipur,1296
2018-05-31,Udaipur,1444
2018-06-01,Udaipur,1124
2018-06-02,Udaipur,1698
2018-06-03,Udaipur,1523
2018-06-04,Udaipur,1393
2018-06-05,Udaipur,908
2018-06-06,Udaipur,1380
2018-06-07,Udaipur,1475
2018-06-08,Udaipur,1108
2018-06-09,Udaipur,1526
2018-06-10,Udaipur,1660
2018-06-11,Udaipur,1039
2018-06-12,Udaipur,1326
2018-06-13,Udaipur,1288
2018-06-14,Udaipur,1297
2018-06-15,Udaipur,1234
2018-06-16,Udaipur,1803
2018-06-17,Udaipur,1603
2018-06-18,Udaipur,1176
2018-06-19,Udaipur,1136
2018-06-20,Udaipur,984
2018-06-21,Udaipur,1464
2018-06-22,Udaipur,1479
2018-06-23,Udaipur,1343
2018-06-24,Udaipur,1529
2018-06-25,Udaipur,1085
2018-06-26,Udaipur,1170
2018-06-27,Udaipur,1235
2018-06-28,Udaipur,1236
2018-06-29,Udaipur,1401
2018-06-30,Udaipur,1876
2018-07-01,Udaipur,2988
2018-07-02,Udaipur,2466
2018-07-03,Udaipur,2425
2018-07-04,Udaipur,2697
2018-07-05,Udaipur,2468
2018-07-06,Udaipur,2827
2018-07-07,Udaipur,3399
2018-07-08,Udaipur,2575
2018-07-09,Udaipur,2377
2018-07-10,Udaipur,2289
2018-07-11,Udaipur,2283
2018-07-12,Udaipur,1950
2018-07-13,Udaipur,2401
2018-07-14,Udaipur,3080
2018-07-15,Udaipur,2757
2018-07-16,Udaipur,2096
2018-07-17,Udaipur,2050
2018-07-18,Udaipur,2580
2018-07-19,Udaipur,2221
2018-07-20,Udaipur,2567
2018-07-21,Udaipur,3163
2018-07-22,Udaipur,2723
2018-07-23,Udaipur,2367
2018-07-24,Udaipur,2528
2018-07-25,Udaipur,2406
2018-07-26,Udaipur,1969
2018-07-27,Udaipur,2027
2018-07-28,Udaipur,2804
2018-07-29,Udaipur,2503
2018-07-30,Udaipur,2325
2018-07-31,Udaipur,2232
2018-08-01,Udaipur,2641
2018-08-02,Udaipur,2125
2018-08-03,Udaipur,1956
2018-08-04,Udaipur,2811
2018-08-05,Udaipur,3180
